Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-07-18,6312.9501953125,6315.60986328125,6285.27001953125,6296.7900390625,6296.7900390625,5184700000,0.0,0.0
2025-07-21,6304.740234375,6336.080078125,6303.7900390625,6305.60009765625,6305.60009765625,5010840000,0.0,0.0
2025-07-22,6306.60009765625,6316.1201171875,6281.7099609375,6309.6201171875,6309.6201171875,5662040000,0.0,0.0
2025-07-23,6326.89990234375,6360.64013671875,6317.490234375,6358.91015625,6358.91015625,5642510000,0.0,0.0
2025-07-24,6368.60009765625,6381.31005859375,6360.56982421875,6363.35009765625,6363.35009765625,5282720000,0.0,0.0
2025-07-25,6370.009765625,6395.81982421875,6368.52978515625,6388.64013671875,6388.64013671875,4470720000,0.0,0.0
2025-07-28,6397.68994140625,6401.06982421875,6375.7900390625,6389.77001953125,6389.77001953125,4565620000,0.0,0.0
2025-07-29,6405.6201171875,6409.259765625,6363.919921875,6370.85986328125,6370.85986328125,5076120000,0.0,0.0
2025-07-30,6381.22998046875,6396.5400390625,6336.3798828125,6362.89990234375,6362.89990234375,5375070000,0.0,0.0
2025-07-31,6427.02001953125,6427.02001953125,6327.64013671875,6339.39013671875,6339.39013671875,6077080000,0.0,0.0
2025-08-01,6287.27978515625,6287.27978515625,6212.68994140625,6238.009765625,6238.009765625,5827150000,0.0,0.0
2025-08-04,6271.7099609375,6330.68994140625,6271.7099609375,6329.93994140625,6329.93994140625,4842580000,0.0,0.0
2025-08-05,6336.6298828125,6346.0,6289.3701171875,6299.18994140625,6299.18994140625,5517410000,0.0,0.0
2025-08-06,6309.2998046875,6352.830078125,6301.10986328125,6345.06005859375,6345.06005859375,5408560000,0.0,0.0
2025-08-07,6374.31982421875,6389.7099609375,6310.31982421875,6340.0,6340.0,5306090000,0.0,0.0
2025-08-08,6355.22021484375,6395.16015625,6355.22021484375,6389.4501953125,6389.4501953125,4769910000,0.0,0.0
2025-08-11,6389.669921875,6407.25,6364.06005859375,6373.4501953125,6373.4501953125,4652400000,0.0,0.0
2025-08-12,6395.169921875,6446.5498046875,6385.759765625,6445.759765625,6445.759765625,5135300000,0.0,0.0
2025-08-13,6462.669921875,6480.27978515625,6445.02001953125,6466.580078125,6466.580078125,5195950000,0.0,0.0
2025-08-14,6453.4599609375,6473.919921875,6441.06982421875,6468.5400390625,6468.5400390625,4462050000,0.0,0.0
2025-08-15,6477.3798828125,6481.33984375,6441.85009765625,6449.7998046875,6449.7998046875,4575060000,0.0,0.0
2025-08-18,6445.02001953125,6455.35009765625,6437.7001953125,6449.14990234375,6449.14990234375,4162290000,0.0,0.0
2025-08-19,6446.240234375,6456.47998046875,6400.22021484375,6411.3701171875,6411.3701171875,4377440000,0.0,0.0
2025-08-20,6406.6201171875,6408.39990234375,6343.85986328125,6395.77978515625,6395.77978515625,4470390000,0.0,0.0
2025-08-21,6380.830078125,6393.64990234375,6352.7099609375,6370.169921875,6370.169921875,4013560000,0.0,0.0
2025-08-22,6384.58984375,6478.89013671875,6384.58984375,6466.91015625,6466.91015625,5046860000,0.0,0.0
2025-08-25,6457.669921875,6466.89013671875,6438.06005859375,6439.31982421875,6439.31982421875,4059070000,0.0,0.0
2025-08-26,6435.490234375,6468.3701171875,6429.2099609375,6465.93994140625,6465.93994140625,4867680000,0.0,0.0
2025-08-27,6462.259765625,6487.06005859375,6457.83984375,6481.39990234375,6481.39990234375,4143680000,0.0,0.0
2025-08-28,6483.83984375,6508.22998046875,6466.9599609375,6501.85986328125,6501.85986328125,4283760000,0.0,0.0
2025-08-29,6489.27978515625,6491.759765625,6444.56982421875,6460.259765625,6460.259765625,4234840000,0.0,0.0
2025-09-02,6401.509765625,6416.5400390625,6360.580078125,6415.5400390625,6415.5400390625,4784000000,0.0,0.0
2025-09-03,6445.81982421875,6453.669921875,6416.169921875,6448.259765625,6448.259765625,4465360000,0.0,0.0
2025-09-04,6456.60009765625,6502.5400390625,6445.97998046875,6502.080078125,6502.080078125,4670770000,0.0,0.0
2025-09-05,6529.080078125,6532.64990234375,6443.97998046875,6481.5,6481.5,5066120000,0.0,0.0
2025-09-08,6498.08984375,6508.669921875,6483.2900390625,6495.14990234375,6495.14990234375,5211500000,0.0,0.0
2025-09-09,6503.330078125,6518.22998046875,6483.080078125,6512.60986328125,6512.60986328125,4798350000,0.0,0.0
2025-09-10,6550.2900390625,6555.97021484375,6516.33984375,6532.0400390625,6532.0400390625,5253010000,0.0,0.0
2025-09-11,6554.41015625,6592.89013671875,6545.7998046875,6587.47021484375,6587.47021484375,5426460000,0.0,0.0
2025-09-12,6590.66015625,6600.2099609375,6579.490234375,6584.2900390625,6584.2900390625,4641640000,0.0,0.0
2025-09-15,6603.490234375,6619.6201171875,6602.06982421875,6615.27978515625,6615.27978515625,5045020000,0.0,0.0
2025-09-16,6624.1298828125,6626.990234375,6600.10986328125,6606.759765625,6606.759765625,5359510000,0.0,0.0
2025-09-17,6604.8701171875,6624.39013671875,6551.14990234375,6600.35009765625,6600.35009765625,5805340000,0.0,0.0
2025-09-18,6626.85009765625,6656.7998046875,6611.89013671875,6631.9599609375,6631.9599609375,5292400000,0.0,0.0
2025-09-19,6647.10986328125,6671.81982421875,6630.31005859375,6664.35986328125,6664.35986328125,9125960000,0.0,0.0
2025-09-22,6654.27978515625,6698.8798828125,6648.06982421875,6693.75,6693.75,5642620000,0.0,0.0
2025-09-23,6692.43994140625,6699.52001953125,6645.580078125,6656.919921875,6656.919921875,5633620000,0.0,0.0
2025-09-24,6669.7900390625,6672.66015625,6621.759765625,6637.97021484375,6637.97021484375,5459180000,0.0,0.0
2025-09-25,6608.18994140625,6619.0,6569.22021484375,6604.72021484375,6604.72021484375,5874670000,0.0,0.0
2025-09-26,6615.3798828125,6648.97021484375,6604.43017578125,6643.7001953125,6643.7001953125,5103110000,0.0,0.0
2025-09-29,6661.580078125,6677.31005859375,6644.490234375,6661.2099609375,6661.2099609375,5358760000,0.0,0.0
2025-09-30,6656.18994140625,6691.25,6641.0,6688.4599609375,6688.4599609375,6057210000,0.0,0.0
2025-10-01,6664.919921875,6718.47998046875,6656.2001953125,6711.2001953125,6711.2001953125,6037950000,0.0,0.0
2025-10-02,6731.31005859375,6731.93994140625,6693.22998046875,6715.35009765625,6715.35009765625,5416130000,0.0,0.0
2025-10-03,6722.14013671875,6750.8701171875,6705.669921875,6715.7900390625,6715.7900390625,5713110000,0.0,0.0
2025-10-06,6733.85986328125,6749.52001953125,6717.77978515625,6740.27978515625,6740.27978515625,5604460000,0.0,0.0
2025-10-07,6746.14013671875,6754.490234375,6699.9599609375,6714.58984375,6714.58984375,5546150000,0.0,0.0
2025-10-08,6723.8701171875,6755.64013671875,6718.08984375,6753.72021484375,6753.72021484375,5383130000,0.0,0.0
2025-10-09,6760.5,6764.580078125,6716.169921875,6735.10986328125,6735.10986328125,5385020000,0.0,0.0
2025-10-10,6740.490234375,6762.39990234375,6550.77978515625,6552.509765625,6552.509765625,6596610000,0.0,0.0
2025-10-13,6622.52978515625,6668.68017578125,6620.7099609375,6654.72021484375,6654.72021484375,5303960000,0.0,0.0
2025-10-14,6602.490234375,6680.7001953125,6555.06982421875,6644.31005859375,6644.31005859375,5666920000,0.0,0.0
2025-10-15,6688.27001953125,6724.1201171875,6612.10986328125,6671.06005859375,6671.06005859375,5633060000,0.0,0.0
2025-10-16,6689.02001953125,6709.33984375,6593.990234375,6629.06982421875,6629.06982421875,6048180000,0.0,0.0
2025-10-17,6613.27001953125,6678.8798828125,6603.759765625,6664.009765625,6664.009765625,5358120000,0.0,0.0
2025-10-20,6690.0498046875,6744.35009765625,6690.0498046875,6735.1298828125,6735.1298828125,4672170000,0.0,0.0
2025-10-21,6736.75,6752.16015625,6722.02978515625,6735.35009765625,6735.35009765625,5245020000,0.0,0.0
2025-10-22,6741.33984375,6741.75,6655.68994140625,6699.39990234375,6699.39990234375,5710010000,0.0,0.0
2025-10-23,6703.64990234375,6749.52978515625,6700.14013671875,6738.43994140625,6738.43994140625,5565750000,0.0,0.0
2025-10-24,6772.06982421875,6807.10986328125,6772.06982421875,6791.68994140625,6791.68994140625,5058220000,0.0,0.0
2025-10-27,6845.4599609375,6877.27978515625,6843.93994140625,6875.16015625,6875.16015625,5290650000,0.0,0.0
2025-10-28,6897.740234375,6911.2998046875,6870.72998046875,6890.89013671875,6890.89013671875,5695930000,0.0,0.0
2025-10-29,6910.9501953125,6920.33984375,6851.91015625,6890.58984375,6890.58984375,6280130000,0.0,0.0
2025-10-30,6860.5,6880.75,6820.68994140625,6822.33984375,6822.33984375,6052700000,0.0,0.0
2025-10-31,6879.169921875,6879.169921875,6814.259765625,6840.2001953125,6840.2001953125,6398280000,0.0,0.0
2025-11-03,6882.31982421875,6882.31982421875,6820.6201171875,6851.97021484375,6851.97021484375,6065720000,0.0,0.0
2025-11-04,6788.52001953125,6820.2099609375,6766.7099609375,6771.5498046875,6771.5498046875,5739510000,0.0,0.0
2025-11-05,6769.77001953125,6829.77978515625,6763.10986328125,6796.2900390625,6796.2900390625,5939600000,0.0,0.0
2025-11-06,6787.58984375,6796.68017578125,6707.509765625,6720.31982421875,6720.31982421875,6051900000,0.0,0.0
2025-11-07,6696.18017578125,6730.10986328125,6631.43994140625,6728.7998046875,6728.7998046875,5926070000,0.0,0.0
2025-11-10,6785.35986328125,6841.31982421875,6770.56005859375,6832.43017578125,6832.43017578125,5366050000,0.0,0.0
2025-11-11,6815.64013671875,6855.1298828125,6806.8701171875,6846.60986328125,6846.60986328125,4983490000,0.0,0.0
2025-11-12,6867.77001953125,6869.91015625,6829.6201171875,6850.919921875,6850.919921875,5293610000,0.0,0.0
2025-11-13,6826.47021484375,6828.0498046875,6724.72021484375,6737.490234375,6737.490234375,5473720000,0.0,0.0
2025-11-14,6672.14013671875,6774.31005859375,6646.8701171875,6734.10986328125,6734.10986328125,5042660000,0.0,0.0
2025-11-17,6713.60986328125,6754.5,6638.89990234375,6672.41015625,6672.41015625,5204220000,0.0,0.0
2025-11-18,6641.18994140625,6666.6298828125,6574.31982421875,6617.31982421875,6617.31982421875,5159390000,0.0,0.0
2025-11-19,6625.83984375,6689.75,6603.5,6642.16015625,6642.16015625,5021610000,0.0,0.0
2025-11-20,6737.93017578125,6770.35009765625,6534.0498046875,6538.759765625,6538.759765625,5596080000,0.0,0.0
2025-11-21,6555.77001953125,6660.0498046875,6521.919921875,6602.990234375,6602.990234375,5929930000,0.0,0.0
2025-11-24,6636.5400390625,6715.75,6630.7001953125,6705.1201171875,6705.1201171875,6039740000,0.0,0.0
2025-11-25,6697.02978515625,6776.39990234375,6659.97998046875,6765.8798828125,6765.8798828125,5003330000,0.0,0.0
2025-11-26,6793.5498046875,6831.43994140625,6783.8701171875,6812.60986328125,6812.60986328125,2724579000,0.0,0.0
